keyword_id,canonical_keyword,variations,cell,segment,factor,occupation_group,best_stage,national_zero_months,regional_final_tier,active_v25,recommended_action
FP305,สมัครสอบพนักงานราชการ,รับสมัครสอบพนักงานราชการ | เปิดสอบพนักงานราชการ,FP,Formal,Pull,Public-sector,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP306,สอบราชการ (other),สอบท้องถิ่น อปท | สอบราชการท้องถิ่น,FP,Formal,Pull,Public/Local-government,active_v25,0,,Y,ใช้ได้แล้วใน Interactive v25
FP307,สมัครสอบท้องถิ่น,รับสมัครสอบท้องถิ่น | สมัครสอบ อปท,FP,Formal,Pull,Public/Local-government,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP308,สอบเทศบาล,สมัครสอบเทศบาล | เปิดสอบเทศบาล,FP,Formal,Pull,Public/Local-government,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP309,สอบ อบต,สมัครสอบ อบต | สอบอบต,FP,Formal,Pull,Public/Local-government,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP310,สอบ อบจ,สมัครสอบ อบจ | สอบอบจ,FP,Formal,Pull,Public/Local-government,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP311,สอบปลัดอำเภอ,สมัครสอบปลัดอำเภอ | เปิดสอบปลัดอำเภอ,FP,Formal,Pull,Public/Administration,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP312,สอบกรมการปกครอง,สมัครสอบกรมการปกครอง | เปิดสอบกรมการปกครอง,FP,Formal,Pull,Public/Administration,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP313,สอบสรรพากร,สมัครสอบสรรพากร | เปิดสอบกรมสรรพากร,FP,Formal,Pull,Public/Administration,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP314,สอบกรมที่ดิน,สมัครสอบกรมที่ดิน | เปิดสอบกรมที่ดิน,FP,Formal,Pull,Public/Administration,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP315,สอบกรมป่าไม้,สมัครสอบกรมป่าไม้ | เปิดสอบกรมป่าไม้,FP,Formal,Pull,Public/Administration,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP316,สอบรัฐวิสาหกิจ,สมัครสอบรัฐวิสาหกิจ | เปิดสอบรัฐวิสาหกิจ,FP,Formal,Pull,Public/State-enterprise,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP317,สอบตำรวจ/ทหาร,สอบ กพ | สอบกพ,FP,Formal,Pull,Public-sector,active_v25,0,,Y,ใช้ได้แล้วใน Interactive v25
FP318,สมัครสอบ ก.พ.,รับสมัครสอบ ก.พ. | สมัครสอบ กพ,FP,Formal,Pull,Public-sector,active_v25,0,,Y,ใช้ได้แล้วใน Interactive v25
FP319,สอบ ก.พ. ภาค ข,สอบ ภาค ข ก.พ. | สอบภาค ข,FP,Formal,Pull,Public-sector,national_pass,5,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP320,สอบ ก.พ. ภาค ค,สอบภาค ค | สอบสัมภาษณ์ ก.พ.,FP,Formal,Pull,Public-sector,WEAK,33,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP321,สอบเทศบาล (or similar),ประกาศสอบครู | สมัครสอบครู,FP,Formal,Pull,Public/Education,active_v25,0,,Y,ใช้ได้แล้วใน Interactive v25
FP322,สอบครู กทม.,สมัครสอบครู กทม. | เปิดสอบครู กทม.,FP,Formal,Pull,Public/Education,national_pass,1,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP323,สอบครูอาชีวศึกษา,สมัครสอบครูอาชีวศึกษา | เปิดสอบครูอาชีวะ,FP,Formal,Pull,Public/Education,WEAK,42,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP324,สอบครูเทศบาล,สมัครสอบครูเทศบาล | เปิดสอบครูเทศบาล,FP,Formal,Pull,Public/Education,WEAK,48,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP325,สอบอาจารย์มหาวิทยาลัย,สมัครสอบอาจารย์มหาวิทยาลัย | เปิดสอบอาจารย์มหาวิทยาลัย,FP,Formal,Pull,Public/Education,WEAK,46,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP326,สอบบรรจุพยาบาล,สมัครสอบบรรจุพยาบาล | สอบพยาบาลบรรจุ,FP,Formal,Pull,Public/Healthcare,national_pass,17,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP327,สอบผู้ช่วยพยาบาล,สมัครสอบผู้ช่วยพยาบาล | เปิดสอบผู้ช่วยพยาบาล,FP,Formal,Pull,Public/Healthcare,national_pass,1,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP328,สอบสาธารณสุข,สมัครสอบสาธารณสุข | เปิดสอบสาธารณสุข,FP,Formal,Pull,Public/Healthcare,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP329,สอบนักวิชาการสาธารณสุข,สมัครสอบนักวิชาการสาธารณสุข | เปิดสอบนักวิชาการสาธารณสุข,FP,Formal,Pull,Public/Healthcare,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP330,สอบโรงพยาบาล,ประกาศสอบโรงพยาบาล | สมัครสอบโรงพยาบาล,FP,Formal,Pull,Public/Healthcare,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP331,สอบ (other government),สมัครสอบตำรวจ | เปิดสอบตำรวจ,FP,Formal,Pull,Public/Security,active_v25,0,,Y,ใช้ได้แล้วใน Interactive v25
FP332,สอบนายสิบตำรวจ,สมัครสอบนายสิบตำรวจ | เปิดสอบนายสิบตำรวจ,FP,Formal,Pull,Public/Security,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP333,สอบทหาร,สมัครสอบทหาร | เปิดสอบทหาร,FP,Formal,Pull,Public/Security,active_v25,0,,Y,ใช้ได้แล้วใน Interactive v25
FP334,สอบนายสิบ,สมัครสอบนายสิบ | เปิดสอบนายสิบ,FP,Formal,Pull,Public/Security,active_v25,0,,Y,ใช้ได้แล้วใน Interactive v25
FP335,สอบนายร้อย,สมัครสอบนายร้อย | เปิดสอบนายร้อย,FP,Formal,Pull,Public/Security,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP336,สอบเจ้าหน้าที่ธุรการ,สมัครสอบเจ้าหน้าที่ธุรการ | เปิดสอบเจ้าหน้าที่ธุรการ,FP,Formal,Pull,Public/Administration,WEAK,54,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP337,สอบนักวิเคราะห์นโยบายและแผน,สมัครสอบนักวิเคราะห์นโยบายและแผน | เปิดสอบนักวิเคราะห์นโยบาย,FP,Formal,Pull,Public/Administration,national_pass,2,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP338,สอบนิติกร,สมัครสอบนิติกร | เปิดสอบนิติกร,FP,Formal,Pull,Public/Administration,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP339,งานพาร์ทไทม์ เสาร์ อาทิตย์,งานพาร์ทไทม์เสาร์อาทิตย์ | พาร์ทไทม์เสาร์อาทิตย์,FP,Formal,Pull,Work-form/Part-time,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP340,งานพาร์ทไทม์ หลังเลิกงาน,งานพาร์ทไทม์หลังเลิกงาน | พาร์ทไทม์หลังเลิกงาน,FP,Formal,Pull,Work-form/Part-time,WEAK,34,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP341,งานพาร์ทไทม์ รายวัน,งานพาร์ทไทม์จ่ายรายวัน | พาร์ทไทม์รายวัน,FP,Formal,Pull,Work-form/Part-time,national_pass,6,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FP342,งานพาร์ทไทม์ รายชั่วโมง,งานรายชั่วโมง | พาร์ทไทม์รายชั่วโมง,FP,Formal,Pull,Work-form/Part-time,WEAK,62,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FP343,งานพาร์ทไทม์ ใกล้ฉัน,พาร์ทไทม์ใกล้ฉัน | หางานพาร์ทไทม์ใกล้ฉัน,FP,Formal,Pull,Work-form/Part-time,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
